Sector;Empresa;Simbolo;Fecha;Apertura;MaximoDiario;MinimoDiario;Volumen;Cierre
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;29/06/2022;82,5;83,5;80,8;908868;81,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/06/2022;77,9;82;76,8;1040893;76,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;27/06/2022;77,5;79,2;76,3;795267;77,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/06/2022;80;80,4;76,5;1186682;79,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;23/06/2022;81,1;82;78;711972;81,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/06/2022;85,2;85,4;80,4;1072187;85,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/06/2022;85,1;87;84,5;548466;85
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;20/06/2022;85,3;85,7;82,6;2443393;85,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/06/2022;85,3;85,7;82,6;2443393;85,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;16/06/2022;85,3;85,7;82,6;2443393;85,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/06/2022;86,1;87,2;84;521261;85,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/06/2022;90;91;85;840233;88,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;13/06/2022;89;91,8;87;962295;90,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/06/2022;89,9;91;89,4;530491;90,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;09/06/2022;89,6;91,5;89;635213;91,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;08/06/2022;90,4;91,7;88,5;658755;89,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;07/06/2022;89;90;88,2;587044;89
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;06/06/2022;91;91,9;87,5;750861;91
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/06/2022;91,1;91,8;89,6;224421;90,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;02/06/2022;92;92;89,9;808494;92
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;01/06/2022;88,2;92,8;87,3;541551;90
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;31/05/2022;92;93;89,3;816788;92,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;30/05/2022;91,6;93,5;91;270070;92,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;27/05/2022;92,8;93,8;91;273300;92,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;26/05/2022;91;92,5;90,1;471487;90,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;25/05/2022;90,7;91;89,1;366809;89,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/05/2022;90,7;91;89,1;366809;89,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;23/05/2022;87,8;90,3;87,5;625590;87,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;20/05/2022;86,4;87,5;85,9;373782;86
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;19/05/2022;84;86,3;83,1;624085;84,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/05/2022;83;85,6;82,2;817236;82
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/05/2022;83;85,6;82,2;817236;82
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;16/05/2022;84,1;85,3;81,9;818507;83,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;13/05/2022;85,1;86,2;83;1437785;84,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;12/05/2022;88;89,2;84,3;437068;89,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/05/2022;89;89,9;88,1;382279;87,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/05/2022;83;88;83;865548;82,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;09/05/2022;87,8;88,9;81,5;303913;88,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;06/05/2022;89;89,7;87,6;460719;88,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;05/05/2022;94;94;86;529316;93,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;04/05/2022;93,2;94,5;92;314086;93,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/05/2022;90,8;94;90,8;409815;91,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;02/05/2022;90,9;92,7;88,1;461793;90,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;29/04/2022;92,5;93;88;513844;92,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/04/2022;93,4;93,8;88;515107;93,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;27/04/2022;94;94,9;92,9;236999;93,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;26/04/2022;94;94,8;92,7;333721;94,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;25/04/2022;93,1;95;93,1;263169;95,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/04/2022;93,9;95,8;91,2;206363;93,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/04/2022;94,4;94,5;91;367251;94,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;20/04/2022;94;94,7;92,5;338357;94,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;19/04/2022;94,8;95,6;93,1;280393;94,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/04/2022;94;95,8;92,2;391427;94,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/04/2022;94;95,7;93,3;274692;93,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/04/2022;94;95,7;93,3;274692;93,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;13/04/2022;94;95,7;93,3;274692;93,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;12/04/2022;94,9;95,9;92,1;358448;93,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/04/2022;97,2;97,2;90;325807;95,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;08/04/2022;95,4;97,7;95,2;236750;96,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;07/04/2022;97,5;98,5;95,5;460322;97,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;06/04/2022;98;99,1;97;205240;98,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;05/04/2022;98;100;97,1;522191;98,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;04/04/2022;98,8;99;96,5;420940;98,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;01/04/2022;96,5;98,3;95,1;406015;96,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;31/03/2022;96,7;98;95,3;340028;96,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;30/03/2022;95,2;96,9;95;595618;96,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;29/03/2022;98;98,5;95;413932;97,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/03/2022;98;99,4;95,5;559018;97,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;25/03/2022;96;98,5;94,6;479560;94,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/03/2022;96,5;97,7;91,6;1154409;96,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;23/03/2022;96,5;97,7;91,6;1154409;96,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/03/2022;100,25;101;94,3;700832;99,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/03/2022;99,4;101;98;647915;97,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/03/2022;98,7;98,7;96,5;384993;98,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/03/2022;95,7;98,5;94,1;586004;94,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;16/03/2022;91;95,4;90,1;551606;90,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/03/2022;92,9;93;90,5;604659;92,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/03/2022;94;95;91,3;375466;95,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/03/2022;98;98,9;92;295321;97,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/03/2022;96,7;97,8;95;447010;96,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;09/03/2022;99,5;101,5;96;454611;99,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;08/03/2022;101;102;98,5;553716;100,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;07/03/2022;100;102,5;98;1238678;98,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;04/03/2022;98,9;99;95,6;764310;96,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/03/2022;93,7;97,9;92;645675;92,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;02/03/2022;94;96,9;92,5;671043;92,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;01/03/2022;96;96,7;91,1;495232;95
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/02/2022;96;96,7;91,1;495232;95
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;25/02/2022;96;96,7;91,1;495232;95
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/02/2022;98,6;99;94,6;630153;98,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;23/02/2022;98,5;100;96;394487;98
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/02/2022;99;99;97;323734;97,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/02/2022;96,8;97,8;96,1;274337;97
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/02/2022;98,3;99,9;95;348291;99,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/02/2022;100;101;98,5;283527;100
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;16/02/2022;98,4;100;97,5;353851;98,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/02/2022;99,9;100;98;214182;99,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/02/2022;99;99,4;97;406473;98,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/02/2022;98,5;99,5;94,7;439328;97,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/02/2022;97,2;99;96,2;458358;96,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;09/02/2022;97;98;96;463401;96,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;08/02/2022;96,7;98;96,6;646100;96,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;07/02/2022;95;96,9;94,2;440849;94,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;04/02/2022;94,6;94,7;92,9;277583;93,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/02/2022;93;94,3;92,6;241200;93,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;02/02/2022;94,7;95,8;93,2;331363;93,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;01/02/2022;92,7;94,8;91;525619;92,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;31/01/2022;91,5;93,2;91,1;297559;90,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/01/2022;92;93,2;89,9;342107;88,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;27/01/2022;89;89,9;88,7;198607;88,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;26/01/2022;88,2;88,9;87,2;257215;87,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;25/01/2022;87,1;87,6;85,3;421585;85,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/01/2022;90,7;90,7;83,4;706117;89,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/01/2022;92,4;92,4;89,6;176730;92,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;20/01/2022;89,5;92,8;89;202433;89,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;19/01/2022;90;90,6;89;205886;89,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/01/2022;90;90,7;89;226213;90,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/01/2022;90,5;90,7;88,8;178606;90,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/01/2022;91,7;91,7;89,1;245215;90,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;13/01/2022;90;91;88,7;367860;88,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;12/01/2022;90;90,5;88,7;192163;89,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/01/2022;89;90,6;88,8;220177;89
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/01/2022;90;90;88,5;193928;89,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;07/01/2022;90;90,1;88,7;192057;89,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;06/01/2022;90,9;91;88,5;440066;90,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;05/01/2022;92,6;93,8;90,7;311271;92,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;04/01/2022;93,9;95,5;92;486412;93,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/01/2022;90,7;94,9;89;507230;93
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;31/12/2021;91,7;94,7;89,4;683612;91,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;30/12/2021;91,7;94,7;89,4;683612;91,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;29/12/2021;88;92;86,7;907627;87,592
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/12/2021;92,5;93;86,4;1095809;92,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;27/12/2021;97;97;91,9;327037;93,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/12/2021;90,8;93,6;90,8;386960;90,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;23/12/2021;90,8;93,6;90,8;386960;90,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/12/2021;93,7;94,3;90,1;765268;93,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/12/2021;93,2;93,8;90,9;1010614;92,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;20/12/2021;97,4;97,4;90,8;914133;94,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/12/2021;96,3;96,3;93,2;451252;95,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;16/12/2021;94,2;96,3;94,2;419007;94,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/12/2021;101;101;92;567437;99,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/12/2021;99,4;101;98,1;327062;99,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;13/12/2021;103;103;99;355560;101,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/12/2021;101;103,75;99,1;255744;100,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;09/12/2021;103,5;104;99,5;388166;102,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;08/12/2021;105;105,5;101;1051969;103
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;07/12/2021;105;105,5;101;1051969;103
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;06/12/2021;99;103,75;98;658657;99,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/12/2021;98;100;93,1;676391;97,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;02/12/2021;94;98,2;94;1047519;93,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;01/12/2021;91,8;93,4;90,5;914996;90,1
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;30/11/2021;91,4;92,4;86,6;1259358;92,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;29/11/2021;92;94,5;88,5;858328;90,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;26/11/2021;95;95;88,6;409451;95,4
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;25/11/2021;90,6;96;90,6;731997;90,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;24/11/2021;89;90,6;87,6;627542;87,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;23/11/2021;90,4;90,4;86;771784;90,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/11/2021;96,9;97,2;90,4;1140540;95,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;19/11/2021;96,9;97,2;90,4;1140540;95,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/11/2021;92,2;97,2;90;1040552;95,3
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;17/11/2021;100,25;100,75;91,5;942167;100,25
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;16/11/2021;104,75;104,75;97,5;877651;103,25
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/11/2021;103;105;98,6;863803;103
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;12/11/2021;101,75;103,5;99,1;1079184;101,75
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/11/2021;98,5;102,75;97,5;1400099;98,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/11/2021;96,1;98,9;93,3;2139474;97,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;09/11/2021;101,5;102;96;1395476;100,75
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;08/11/2021;96,4;101,25;95,7;2311840;96,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;05/11/2021;92,5;97,3;91;3208988;91,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;04/11/2021;89,5;91,7;85,5;1634221;88,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;03/11/2021;85;88,9;84,5;1388898;84,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;02/11/2021;81;84,5;79,6;1097719;80,7
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;01/11/2021;76,5;81,9;76,5;890373;76,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;29/10/2021;79,9;80,7;76,1;1037325;78
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;28/10/2021;76,2;78,1;75;631296;75,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;27/10/2021;76,9;77;74,2;713671;76,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;26/10/2021;77;77,4;76,3;1354422;75,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;22/10/2021;71,8;72,5;69,5;1132156;71,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;21/10/2021;69,7;71,5;68;1308776;70,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;20/10/2021;67,9;70,8;67,1;2462232;67,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;19/10/2021;66,7;67,8;66;777606;66,6
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;18/10/2021;67;67,9;66,3;902000;67
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;15/10/2021;67,5;67,9;66;1507038;66,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;14/10/2021;63,4;66,7;63,1;1408471;62,5
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;13/10/2021;62,3;62,9;61,2;295658;62,2
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;12/10/2021;63;63,6;62;261006;61,8
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;11/10/2021;62,8;62,8;61,4;232021;61,9
ALUMINIO Y ACERO;ALUAR ALUMINIO ARGENTINO S.A.;ALUA;10/10/2021;62,8;62,8;61,4;232021;61,9
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;15/08/2023;680;742;680;707892;680,85
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;14/08/2023;650;732;637,3;410107;662
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;11/08/2023;680;697;657;306750;675,15
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;10/08/2023;673;694;666,9;158796;675,7
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;09/08/2023;700,05;700,05;677;157553;700,05
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;08/08/2023;673;706;673;252357;670,9
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;07/08/2023;671,95;685;670;167798;677,95
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;04/08/2023;668,25;683;668,25;252765;668,25
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;03/08/2023;674;674;661;79621;669,8
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;02/08/2023;672,9;680;655,25;111396;674,6
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;01/08/2023;684;700;664,1;277893;684,05
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;31/07/2023;695;700;683;186448;696,05
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;28/07/2023;671,5;699;660,5;170065;673,45
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;27/07/2023;687;692;670;232893;687,9
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;26/07/2023;667,95;689,5;657;180045;667,95
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;25/07/2023;647;672;647;270204;643,6
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;24/07/2023;649;659,95;623;212438;641,25
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;21/07/2023;634,2;644,25;623;297092;625,3
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;20/07/2023;638;638;621,05;225147;626,6
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;19/07/2023;645;645;617,5;197325;636,35
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;18/07/2023;652;657;635,3;125735;650,85
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;17/07/2023;655;675;645;305530;651,85
TELECOMUNICACIONES;TELECOM ARGENTINA S.A.;TECO2;14/07/2023;674;675;647;202690;672,65
